Candidate name,Candidate Age,Candidate Party,So/Wo/Do,Candidate Educations,Candidate A&L,Candidate Self Professions,Candidate Spouse Professions,Candidate Criminal Cases
KHENI JINABHAI PARSHOTTAMBHAI (DR.Z.P. KHENI) ,"
 74
        ","
AAP
 ","

Parshottambhai Kheni
        ","


Graduate Professional
 B.H.A.M From Jetji Private Ayurvedic Collage, Bhavnagar, Year-1975
","8,90,28,010 ~8 Crore+ ","Self tdBusiness, Farming And Others Interest from Bank", Farming And Others Interest from Bank,0
KHER PARESH ANANDBHAI ,"
 45
        ","
IND
 ","

Anandbhai Yashvantrao
        ","


8th Pass
 8th pass from Salabatpur High School, Surat in 1992
","2,25,000 ~2 Lacs+ ",Self tdProperty Dealer,No,0
KHOKHAR ABDULRASHID SHERMOHMAD ,"
 42
        ","
IND
 ","

Shermohmad
        ","


8th Pass
 Std. 8th Pass, From Aadarsh Vidyalaya,Visnagar Year-1995
","8,30,628 ~8 Lacs+ ",Self tdFarming,No,0
KHUSHWAH SUMANBEN RAVEEBHAI ,"
 34
        ","
Sardar Vallabhbhai Patel Party
 ","

Ravibhai Khushwah
        ","


8th Pass
 8th Pass Year 1987
","5,29,000 ~5 Lacs+ ",Self tdBeauty Parlor,Unemployed,1
KIRANKUMAR SURESHCHANDRA PATEL ,"
 48
        ","
AAP
 ","

Suresh Chandra Patel
        ","


Graduate
 B.A. with English Litrature from Gujarat College Gujarat University in 1996
","23,25,07,587 ~23 Crore+ ",Self tdBusiness,Private Job,1
KIRIT RATHOD ,"
 44
        ","
IND
 ","

Bhailalbhai Rathod
        ","


12th Pass
 12th Gujarat Secondary Education Board Gandhinagar in 1995
","22,37,188 ~22 Lacs+ ",Self tdFarming ,House wife,0
KIRITBHAI GOVINDBHAI CHAUHAN ,"
 48
        ","
Right to Recall Party
 ","

Govindbhai Chauhan
        ","


8th Pass
 9th Pass From Shri Jeevan Sadhna High School, Bapunagar, Ahmedabad, Gujarat State Secondary &amp; Higher Secondary Education Board
","2,72,066 ~2 Lacs+ ",Self tdIncome From Rikshaw Driving,Nil,0
KIRITBHAI ISHVARBHAI PATEL ,"
 65
        ","
INC
 ","

Ishwarbhai Patel
        ","


Others
 D Pharmacy Gujarat University L M College Of Pharmacy Ahmedabad 1976-77
","5,53,99,200 ~5 Crore+ ","Self tdBusiness, Farming",Business,0
KIRITKUMAR CHIMANLAL PATEL ,"
 53
        ","
INC
 ","

Chimanlal Vithaldas Patel
        ","


Doctorate
 Ph.D From H. North Gujarat University Patan, Year-2010, LMM From Seth M.N. Law College Patan, H. North Gujarat University Patan Year March 2004
","4,60,40,087 ~4 Crore+ ",Self tdTeacher (Government Job),NA,9
KIRITSINH JITUBHA RANA ,"
 58
        ","
BJP
 ","

Jitubhai Kesharisinha Rana
        ","


10th Pass
 10th pass from Gujarat secondary education board  limbdi
","2,13,47,937 ~2 Crore+ ","Self tdHotel income, Agriculture income",Not Applicable,0
KIRITSINH SARDARSANG DABHI ,"
 63
        ","
BJP
 ","

Sardarsang
        ","


Graduate
 B.A. from Gujarat university in 1980
","6,07,45,643 ~6 Crore+ ",Self tdAgriculture,Agriculture,0
KIRTIKUMAR BAVANJIBHAI MARVANIYA ,"
 63
        ","
IND
 ","

Bavanjibhai Marvaniya
        ","


12th Pass
 F.Y. B.Sc Saurashtra University
","30,000 ~30 Thou+ ",Self tdRetired,NA,1
KIRTIKUMAR KANUBHAI BORISAGAR ,"
 42
        ","
INC
 ","

Kanubhai Mohanbhai Borisagar
        ","


Graduate Professional
 B.H.M.S From  Rajkot Homopathy Medical Collage Saurashtra University Year-2003
","5,06,72,922 ~5 Crore+ ",Self tdAgriculture & Hospital,Laboratory and technician,0
KISHAN KALUBHAI THAKOR ,"
 26
        ","
IND
 ","

Kalubhai Somabhai Thakor
        ","


Literate
 2nd Pass
","41,151 ~41 Thou+ ",Self tdFarming Labour,Housewife,1
KISHANBHAI MEGHJIBHAI PALAS ,"
 37
        ","
IND
 ","

Meghjibhai
        ","


5th Pass
 5th Primary School Motikharaj 
","49,81,575 ~49 Lacs+ ",Self tdAgriculture and Social Work,NA,1
KISHANBHAI V. PATEL ,"
 59
        ","
INC
 ","

Vestabhai Patel
        ","


Graduate
 B.A. From L.A.A. University, Year-2018
","86,61,771 ~86 Lacs+ ",Self tdFarming,House Wife & Farming,2
KISHOR BAGADA ,"
 43
        ","
IND
 ","

Valabhai Bagada
        ","


12th Pass
 12th from Gujarat Secondary and Higher Secondary, Gandhinagar, Savarkundla, Amreli in March 2009
","1,80,000 ~1 Lacs+ ",Self td5000/-,NA,0
KISHOR KANANI (KUMAR) ,"
 59
        ","
BJP
 ","

Shivabhai Kanani
        ","


8th Pass
 9th Pass (Shri D.C. Kothari Secondary and  Varachha road surat 1977
","1,34,89,258 ~1 Crore+ ",Self tdGovt. salary as MLA,Embroidery and Teaching work,0
KISHOR KHIMABHAI CHAVADA ,"
 46
        ","
IND
 ","

Khimabhai Chavda
        ","


5th Pass
 8th Discontinued  From Shri Ravalsar Primary School Year 1989
","2,31,000 ~2 Lacs+ ",Self tdSelf Employed,Housewife,2
KISHORBHAI DHEDA ,"
 40
        ","
BSP
 ","

Dheda Malshi
        ","


10th Pass
 10th Pass From Shri A J S High school, Miti Bhujpar In Year 1998
","7,35,600 ~7 Lacs+ ",Self tdVegetable Business ,Housewife,0
KISHORI RAKESHBHAI AMBALAL ,"
 38
        ","
Gujarat Nav Nirman Sena
 ","

Ambalal
        ","


12th Pass
 12th pass
","5,50,000 ~5 Lacs+ ",Self tdFarming,Housewife,0
KISHORPURI CHANDANPURI GAUSWAMI ,"
 39
        ","
IND
 ","

Chadanpuri Aatampuri Gauswami
        ","


8th Pass
 9th Pass From Sargasna Highschool. Year-1998
","2,21,22,527 ~2 Crore+ ",Self tdFarming,Housewife,0
KISHORSINH BHARTSINH GOHIL ,"
 42
        ","
BSP
 ","

Gohil Bharatsinh Nanbhha
        ","


12th Pass
 12th Bhagat Singh High School Dhoraji Year 1998
","39,10,000 ~39 Lacs+ ",Self tdBLTPS Padva,NA,2
KISHORSINH KUMBHAJIBHAI GOHIL ,"
 64
        ","
INC
 ","

Kumbharijibhai Bapjibhai Gohil
        ","


10th Pass
 New S.S.C From Mahatma Gandhi Memorial Highscool,Vartej ,Bhavnagar-Year-1975
","9,72,41,006 ~9 Crore+ ","Self tdBusiness ,R.K.Petroliam (Proprietor)(G.S.T.No. 24ACIPG6560D1ZY), Shree Sai Travels (Partner), R.K.Godaoun (Proprietor)",NA,2
KO.PA.SUKHABHAI KARMANBHAI ,"
 44
        ","
IND
 ","

Karmanbhai
        ","


8th Pass
 9th Rajshree Shapur High School
","31,15,000 ~31 Lacs+ ",Self tdFarming,House wife,0
KOKANI MOHANBHAI DHEDABHAI ,"
 49
        ","
BJP
 ","

Dhedabhai Kokani
        ","


Post Graduate
 M.A With Gujarati From Vir Narmad South Gujarat Surat Year 1999, B.Ed From Indira Gandhi National Open University Delhi Year 2001
","18,56,590 ~18 Lacs+ ",Self tdFarming & Animal Husbandry,Farming & Animal Husbandry,0
KSHATRIYA RANJITSINH RAMANANDSINH ,"
 48
        ","
Garvi Gujarat Party
 ","

Kshatriya Ramanandsinh Biharisingh
        ","


12th Pass
 HSC from Seth CL hindi High School in 1993
","28,70,000 ~28 Lacs+ ",Self tdProvision Store,House wife,1
KUKRANI PAYAL MANOJKUMAR ,"
 29
        ","
BJP
 ","

Manojkumar
        ","


Graduate Professional
 MD equivalent to MBBS Smolensk Medical university in 2016
","1,04,45,884 ~1 Crore+ ",Self tdProfession fee,Salary,0
KULDIPSINH DILIPSINH VAGHELA ,"
 32
        ","
AAP
 ","

Dilipsinh Vaghela
        ","


Others
 Diploma Civil Engineering From C.U. Shah Govt. Polytechnic Surendranagar, Year-2009
","26,04,000 ~26 Lacs+ ",Self tdBusiness Construction,NA,2
KULDIPSINH UDESINH RAULJI(VAKIL) ,"
 48
        ","
INC
 ","

Udesingh Shivsingh Raulji
        ","


Graduate Professional
 B.A. From Gujrat University Year-April 1996, B.Law From Gujrat University From Year-April 2000
","2,82,06,025 ~2 Crore+ ",Self tdFarming & Lawer & Notary,"Partnership Petrolpump-Desar, karajkhana",0
KUNJANKUMAR RAMESHCHANDRA PATEL ,"
 36
        ","
AAP
 ","

Rameshchandra Patel
        ","


Post Graduate
 MBA From Department of Business and Industrial Management Veer Narmad University Surat Year 2012
","33,78,370 ~33 Lacs+ ",Self tdFarming,Job,0
KUNVARJIBHAI MOHANBHAI BAVALIYA ,"
 67
        ","
BJP
 ","

Mohanbhai Arjanbhai Bavaliya
        ","


Graduate Professional
 B.Ed From Gujarat University Ahmedabad Year 1979, B.Sc From Sir P.P. Institute Of Science Bhavnagar (Saurashtra Univerisity) Year 1977-78, Old SSC Year 1974
","2,44,13,639 ~2 Crore+ ",Self tdFarming & MLA Income,Business,0
KUNVARJIBHAI NARSINHBHAI HALPATI ,"
 55
        ","
BJP
 ","

Narsinhbhai Halpati
        ","


Graduate Professional
 D.B.Ed Pass From Gujarat State Examination Board, Ahmedabad Year 1991, B.A Pass From South Gujarat University Surat Year 1989
","1,07,80,874 ~1 Crore+ ",Self tdFarming & Pension,NA,0
KUSUMBEN SURESHKUMAR RATHOD ,"
 46
        ","
IND
 ","

Sureshkumar
        ","


Post Graduate
 M.A   Dharmshibhai Arts And Science College Rajkot,  B.Ed from Sarv Vidyalaya Kadi
","20,54,323 ~20 Lacs+ ",Self tdSalary,Salary,0
LADUMOR MAHESHBHAI KABABHAI (AHIR) ,"
 34
        ","
Right to Recall Party
 ","

Ladumor Kababhai
        ","


Graduate
 B.Sc. From Gujarat University, Year-2011
","83,100 ~83 Thou+ ",Self tdTeacher,NA,0
LAKHMANBHAI BOGHABHAI NAKUM ,"
 58
        ","
AAP
 ","

Boghabhai Nakum
        ","


10th Pass
 10th Pass From Bhavsinhji High School, Porbandar
","12,15,010 ~12 Lacs+ ",Self tdAgricultural Income,Nil,0
LAKHMANBHAI CHATURBHAI VELANI ,"
 42
        ","
IND
 ","

Chaturbhai Velani
        ","


Illiterate
 Illiterate
","70,721 ~70 Thou+ ",Self tdLabour,NA,1
LALESHBHAI THAKKAR ,"
 48
        ","
AAP
 ","

Dalpatram Thakkar
        ","


12th Pass
 12th Pass From Sheth Motilal Lalsingh Highschool Patan Year 1990
","1,93,08,290 ~1 Crore+ ",Self tdConstruction Business,Rent Income,0
LALIT VASOYA ,"
 60
        ","
INC
 ","

Vasoya Jasmatbhai Goklabhai
        ","


12th Pass
 S.Y.B.Com From Saurashtra University, Rajkot. Year-1983
","2,52,61,906 ~2 Crore+ ",Self tdFarming,Housewife,0
LALJIBHAI KARABHAI BALIYA ,"
 48
        ","
SP
 ","

Karabhai Baliya
        ","


Literate
 4 th Pass From Sarva Primary School Ralve Colony Navakandala Taluka Ghandidham Dist Kutchh
","2,58,276 ~2 Lacs+ ",Self tdDriving,Housewife,1
LALJIBHAI MELABHAI PARMAR ,"
 50
        ","
AAP
 ","

Melabhai Parmar
        ","


5th Pass
 7th Pass From HND Parekh High School Kheda 1987
","1,53,84,000 ~1 Crore+ ",Self tdAgricultural ,NA,0
LALUBEN CHAUHAN ,"
 35
        ","
AAP
 ","

Narshibhai Chauhan
        ","


12th Pass
 S.Y.B.A From K.K.Kinkani Arts And commerce College,Dhanduka Taluka-Dhandukal,District-Ahmadabad,Gujrat university,Year-2007
","2,87,39,230 ~2 Crore+ ",Self tdTailoring And Farming,Service,0
LASHABHAI LAVAJIBHAI BAJAG ,"
 61
        ","
JD(S)
 ","

Lavjibhai Bajag
        ","


5th Pass
 6th Pass from Gola Primary School
","2,55,000 ~2 Lacs+ ",Self tdAgriculture LAbour,Housewife,0
LAVINGJI MULJIJI SOLANKI ,"
 67
        ","
BJP
 ","

Muljiji Ravaji Solanki
        ","


Literate
 4th Pass
","66,60,000 ~66 Lacs+ ",Self tdFarming,NA,0
LAXMANBHAI SHANABHAI SOLANKI ,"
 62
        ","
IND
 ","

Shanabhai Melabhai Solanki
        ","


Graduate
 B A Pass From M S University Vadodara Year March 1987
","13,74,500 ~13 Lacs+ ",Self tdFarming,No,0
LAXMANSINH LALSINGBHAI VADKIYA ,"
 26
        ","
IND
 ","

Lalsingbhai Vadkiya
        ","


Graduate
 B.Sc. Chemistry Govt. Science College Ghanpur Gujarat University 
","18,000 ~18 Thou+ ",Self tdAgriculture Labour,Nil,0
LAXMIBEN KANUBHAI VAGHELA ,"
 41
        ","
IND
 ","

Kanubhai Vaghela
        ","


8th Pass
 9th Pass From Smt. T.J. Pandya Matrachaya Higher Secondary School, Ahmedabad, Year-1998
","1,97,627 ~1 Lacs+ ",Self tdSewing Work,Fabrication Work,0
LAXMICHAND PUJABHAI CHAVDA ,"
 68
        ","
IND
 ","

Pujabhai 
        ","


Graduate Professional
 BA LLB Vivekanand Law College NN    Nanavati 
","33,205 ~33 Thou+ ",Self tdAdvocate ,NIL,0
LEBJIBHAI THAKOR ,"
 51
        ","
IND
 ","

Chamnaji Thakor
        ","


10th Pass
 10th Pass From Shri A K Secondary &amp; Higher Secondary School Dama, Deesa Banaskantha Year 2017
","1,95,13,875 ~1 Crore+ ",Self tdBusiness/ Farming,NA,0
LUNAGARIYA BABULAL PARSHOTAMBHAI ,"
 46
        ","
IND
 ","

Parsottambhai Lunagariya
        ","


8th Pass
 9th Pass From ShrI Khodiyar Vidhyalay Pedak Road Rajkot  In Year March 1995
","1,18,03,783 ~1 Crore+ ",Self tdJoint Agriculture &  Pension,NA,0
MACHHAR CHANDRAKANTBHAI HIRABHAI ,"
 43
        ","
Praja Vijay Paksh
 ","

Hirabhai Nathabhai Machhar
        ","


12th Pass
 SY BA From Gujarat University 1999
","2,45,000 ~2 Lacs+ ",Self tdFarming,Housewife,1
MACHHAR RAGHUBHAI DITABHAI ,"
 60
        ","
INC
 ","

Ditabhai
        ","


8th Pass
 9th Pass Nutan School, Sukhsar Teh. Fatepura Dist. Dahod
","25,95,000 ~25 Lacs+ ",Self tdFarming,House wife,1
MACHHAR VIRABHAI MAKANBHAI ,"
 49
        ","
Bhartiya Jan Parishad
 ","

Makhanbhai
        ","


10th Pass
 SSC 1990
","8,90,000 ~8 Lacs+ ",Self tdFarming and Labor,House wife,0
MADAM NATHABHAI FOGABHAI ,"
 52
        ","
Gujarat Nav Nirman Sena
 ","

Fogabhai Madam
        ","


10th Pass
 10th Pass from KK Davda High School Jam Kalyanpur In 1988
","69,91,490 ~69 Lacs+ ","Self tdEx. Army Security Supervisor, Monthly- Rs 10000",Housewife,0
MADHAR VINUBHAI RAMJIBHAI ,"
 35
        ","
IND
 ","

Ramjibhai Madhar
        ","


5th Pass
 7th Pass 1999
","75,000 ~75 Thou+ ",Self tdPrivate Job,NA,0
MADHU NIRUPABEN NATAVARLAL ,"
 45
        ","
IND
 ","

Natvarlal
        ","


Graduate Professional
 LLB in Year 1999 from Siddharth Low College/ BA Pass from Uma Arts College Ahmadabad in Year 1995
","4,99,000 ~4 Lacs+ ",Self tdAdvocate,NA,0
MADHUBHAI BABUBHAI SHRIVASTAV ,"
 70
        ","
IND
 ","

Babubhai Kamlaprasad Shrivastav
        ","


10th Pass
 10th Pass From Shri Jivanprakash Vidyalay, Pratapnagar Near Bridge Vadodara Year 31-5-1975
","33,91,74,986 ~33 Crore+ ","Self tdFarming, Plot Income, Rent Income, (Credit Society)","Farming, Plot Income, Rent Income, (Credit Society)",0
MAGANSINH BHEMSINH PARMAR ,"
 69
        ","
Jan Sangh Party
 ","

Bhemsinh Parmar
        ","


Others
 P.T.C Pass Year-1973
","9,14,000 ~9 Lacs+ ",Self tdPensioner,Housewife,0
MAHAJAN NARENDRABHAI ,"
 72
        ","
IND
 ","

Amrutlal Desabhai Soni Mahajan
        ","


8th Pass
 9th Pass From Shri Kumar Secondary School Motikukavav Amreli Year 1968
","19,000 ~19 Thou+ ",Self tdSecurity Job,Nil,0
MAHAJAN PRATIBHABEN PANKAJBHAI ,"
 35
        ","
Sardar Vallabhbhai Patel Party
 ","

Yashwant Mahajan
        ","


12th Pass
 12th Pass
","1,30,000 ~1 Lacs+ ",Self tdRs.20000/-,Freelance Work,0
MAHAMAD HANIFBHAI AHEMADBHAI PATEL ,"
 54
        ","
IND
 ","

Ahemadbhai Patel
        ","


12th Pass
 Std.-12th Pass From Gujrat Secondary &amp; Higher Secondary Education Board, Gandinagar
","1,30,674 ~1 Lacs+ ",Self tdLabour,NA,0
MAHAMDFARUKH BISMILLAKHAN PATHAN ,"
 40
        ","
IND
 ","

Bismillakhan Pathan
        ","


8th Pass
 8th Pass Form Shet M.L. Madhyamik School, Pethpur, Gandhinagar.  
","30,05,000 ~30 Lacs+ ",Self tdBusiness -Garage,NA,0
MAHANT DEVENDRA MOHANDAS ,"
 28
        ","
Gunj Satya Ni Janata Party
 ","

Mohandas
        ","


Post Graduate
 M.Com. From Gujarat Commerce College, Ellisbridge Ahmedabad, Year-2019
","14,02,933 ~14 Lacs+ ",Self tdFarming,NA,0
MAHANT SHAMBHUNATH TUNDIYA ,"
 52
        ","
BJP
 ","

Baldevdasji Tundiya
        ","


Graduate
 B.A. From Gujarat University, Year-1991
","4,80,86,662 ~4 Crore+ ",Self tdFarming,Farming,0
MAHEBUBBHAI ALARAKHBHAI SHEKH ,"
 46
        ","
IND
 ","

Alarkhbhai Shekh
        ","


5th Pass
 
","2,42,000 ~2 Lacs+ ",Self tdBusiness,NA,0
MAHEBUBBHAI JAMALBHAI PIPARAVAIYA ,"
 44
        ","
IND
 ","

Jamalbhai
        ","


8th Pass
 9th Pass from Ramnath High School Rajkot in 1996
","56,77,000 ~56 Lacs+ ",Self tdAgriculture,Housewife,0
MAHENDRA K CHAUHAN ,"
 46
        ","
IND
 ","

Karshan Bhai
        ","


10th Pass
 11th Pass from Secondary school Viramgam
","21,500 ~21 Thou+ ",Self tdLabour,House wife,0
MAHENDRA KUNJADVALA ,"
 41
        ","
Jan Man Party
 ","

Natwarbhai Parmar
        ","


10th Pass
 10th Pass From Shri Amrit School, Odhav, Ahmedabad, Year-1998 &amp; Diploma Mechanical Engineering From Govt. Polytechnic, Rajkot, Year-2001
","3,45,404 ~3 Lacs+ ",Self tdPvt Job,House Wife,0
MAHENDRA NAVADIYA ,"
 40
        ","
AAP
 ","

Jivarajbhai Navadia
        ","


8th Pass
 Class 9th Pass Kothari Secondary and Higher Secondary School Hirabagh Varachha Road, Surat 
","2,73,22,878 ~2 Crore+ ",Self tdBusiness,Business,2
MAHENDRABHAI BHABHOR ,"
 47
        ","
BJP
 ","

Rameshbhai Bhabhor 
        ","


8th Pass
 8th pass in 1989
","21,52,826 ~21 Lacs+ ",Self tdAgriculture,Not Applicable,0
MAHENDRABHAI CHAVDA ,"
 48
        ","
IND
 ","

Jivabhai
        ","


8th Pass
 SSC Failed
","3,00,000 ~3 Lacs+ ",Self tdAuto Rikshaw Driver,NO,0
MAHENDRABHAI RAVANBHAI PATIL ,"
 49
        ","
AAP
 ","

Ravanbhai Arjunbhai Patil
        ","


Graduate
 BA(MCJ) from Yashwantrao Chawhan Open University in Year 2018 First Class
","1,68,14,826 ~1 Crore+ ","Self tdAgriculture, Cable Line Business",Cable Operator,1
MAHENDRABHAI VALJIBHAI SOLANKI ,"
 63
        ","
BSP
 ","

Valjibhai
        ","


Graduate
 B. Com From Gujarat University, Year- 1981
","1,20,83,000 ~1 Crore+ ",Self tdPension 63000/-,Housewife,0
MAHENDRAKUMAR SOLANKI (RAKESHKUMAR) ,"
 47
        ","
BSP
 ","

Thakorbhai Laljibhai Solanki
        ","


8th Pass
 9th Passed  Janta High School Jalalpore
","1,30,000 ~1 Lacs+ ",Self tdCar Driving(Rs 15000/-),Nil,0
MAHENDRASINH SHANKERSINH VAGHELA ,"
 58
        ","
INC
 ","

Shankarsinh Vaghela
        ","


Graduate
 B.A From Gujarat University Ahmedabad Year 1985, HSC From Gujarat Secondary Board, Gandhinagar Year 1982, SSC From SSC Board Gujarat Year 1980
","13,24,24,239 ~13 Crore+ ","Self tdFarming, Business & Social Worker",Housewife,0
MAHERIYA ALPESHBHAI (LALABHAI) ,"
 38
        ","
IND
 ","

Maheriya Popatbhai
        ","


5th Pass
 Standard 7th from Garhra Pvt. School Weesnagar in 1999
","3,67,277 ~3 Lacs+ ",Self tdLabour work,NA,0
MAHESH PARMAR ,"
 34
        ","
IND
 ","

Ramjibhai Parmar
        ","


10th Pass
 10th Pass FromShri Kachra Bhagat Secondary School, Mota Kajliyala Vanthli
","4,01,457 ~4 Lacs+ ",Self tdLabor,Housewife,0
MAHESH VINAYAKRAY ACHARYA ,"
 57
        ","
Praja Vijay Paksh
 ","

Vinayakray Acharya 
        ","


Graduate Professional
 B.A.M.S From Government Ayurvedic College Vadodara Year-1987
","2,96,83,260 ~2 Crore+ ",Self tdAyurvedic Consultant,Farming,0
MAHESHBHAI SARADBHAI VASAVA (MANABHAI) ,"
 52
        ","
Bhartiya Tribal Party
 ","

Sardarbhai Chandubhai Vasava
        ","


12th Pass
 12th Pass
","90,00,000 ~90 Lacs+ ",Self tdAgriculture and Business,Agriculture,0
MAHESHBHAI SOMJIBHAI BHURIYA ,"
 52
        ","
BJP
 ","

Somjibhai Bhuriya
        ","


12th Pass
 12th pass in 2002 M.S. High School Gandhinagar Gujarat
","2,61,50,903 ~2 Crore+ ","Self tdAgriculture, Animal husbandry","Agriculture, Animal husbandry",3
MAHESHBHAI VERSHIBHAI MAKAVANA ,"
 35
        ","
BSP
 ","

Vershibhai Makwana
        ","


5th Pass
 7th Pass From Nanda Primary School Kankrej
","74,500 ~74 Thou+ ",Self td100000 Yearly,100000 Yearly,0
MAHESHBHAI VIRJIBHAI RATHOD ,"
 52
        ","
Aadi Bharat Party
 ","

Virjibhai Amirbhai Rathod
        ","


12th Pass
 12th Pass From Shri Seth N.T.M. Higher Secondary School, Surendranagar, Year-1989
","32,90,000 ~32 Lacs+ ",Self tdBusiness-Xerox Machine Copy,Nil,0
MAHESHKUMAR AMRUTLAL PATEL ,"
 56
        ","
INC
 ","

Amrutlal Patel
        ","


10th Pass
 10th Pass From Gujarat Secondary Education Board Gandhinagar Shri M B Karnavat Highschool Palanpur Year 1982
","20,63,92,957 ~20 Crore+ ",Self tdProperitor M Patel Brothers Works & Farming,Farming & Interest Income,0
MAHESHKUMAR KANAIYALAL RAVAL (MAYUR RAVAL) ,"
 57
        ","
BJP
 ","

Kanaiyalal Harinarayan Raval 
        ","


10th Pass
 10th Pass From Shri S.Z Waghle Highschool , Khambhat &amp; I.T.I Fitter  Naar , Taluka Petlad  
","2,59,23,483 ~2 Crore+ ",Self tdAgriculture & MLA ,NIL,0
MAHESHKUMAR RAMSINH PARMAR ,"
 44
        ","
IND
 ","

Ramsingh Parmar
        ","


Graduate
 BA Graduate From Bhavans College Dakor Thasra
","20,00,000 ~20 Lacs+ ",Self tdFarming,Housewife & Animal Husbandry,0
MAHESHWARI VANITA DAHYALAL ,"
 42
        ","
Sanyukt Vikas Party
 ","

Dahyalal
        ","


Graduate Professional
 LLB from KSKV Kutchh University in Year 2013, BA from Babasaheb Ambedkar Open University in Year 2008
","23,500 ~23 Thou+ ",Self tdHousewife,NA,0
MAHESWARI MANJULABEN VANRAJBHAI ,"
 42
        ","
IND
 ","

Maheshwari Vanrajbhai
        ","


Literate
 4th Pass
","20,000 ~20 Thou+ ",Self tdHusewife,Pvt Service,0
MAHIPALSINH RAJENDRASINH VAGHELA ,"
 27
        ","
IND
 ","

Rajendrasinh Vaghela
        ","


10th Pass
 10th From Mansa, Rajmata
","2,50,000 ~2 Lacs+ ","Self tdFarming (50,000)",NA,0
MAHMADJAVID ABDULMUTLIB PIRZADA ,"
 74
        ","
INC
 ","

Abdulmutlub Pirzada
        ","


Graduate Professional
 B.Ed. from J. J. Kandalia College Rajkot Saurashtra University in 1982, B.A. from H. N. Doshi College Wankaner, Saurashtra university in 1975
","85,08,513 ~85 Lacs+ ","Self tdPension, Agriculture",Nil,0
MAJARALI AMIRALI KAZI ,"
 66
        ","
IND
 ","

Amirali Kazi
        ","


10th Pass
 10th Pass From The J M Desai Highschool Thasra Year 1976
","51,00,227 ~51 Lacs+ ",Self tdBusiness,Housewife & Farming,2
MAKUBEN KISHORBHAI RATHOD (MEENABEN) ,"
 44
        ","
BSP
 ","

Kishorbhai Somabhai Rathod
        ","


8th Pass
 9th Pass From  M.S Baluba Kanya Vidyalaya PorbandarYear-1989 
","28,97,500 ~28 Lacs+ ",Self tdNA,Draving,0
MAKVANA BHARATBHAI KALUBHAI ,"
 35
        ","
Vyavastha Parivartan Party
 ","

Kalubhai Makvana
        ","


Literate
 2nd Pass From P Centre Gadhkada
","1,10,000 ~1 Lacs+ ",Self tdLabor Work Monthly 8000/-,Housewife,0
MAKVANA MAHESHBHAI JETHABHAI ,"
 42
        ","
INC
 ","

Jethabhai Makvana 
        ","


8th Pass
 10th fail from Shah M.M. Highschool kodinar in 1996
","79,95,960 ~79 Lacs+ ","Self tdLabor Contractor, Agriculture",Housewife,6
MAKWANA ASHOKBHAI GOBARBHAI ,"
 39
        ","
BSP
 ","

Gobarbhai Makwana
        ","


8th Pass
 9th Pass Vav Primary School, 4th Pass Sanegath Gurukul
","7,85,000 ~7 Lacs+ ",Self tdCentering Work 68000/- ,NA,0
MAKWANA GOVINDBHAI LALABHAI ,"
 59
        ","
IND
 ","

Makwana Lalabhai Gemarbhai
        ","


Graduate
 BA From Gujarat University in Year 1977
","6,04,000 ~6 Lacs+ ",Self tdPension Monthly Income 754 Dairy Vikas Nigam,NA,0
MAKWANA PRAKASHBHAI PITAMBARBHAI ,"
 40
        ","
IND
 ","

Pitambarbhai Makwana
        ","


8th Pass
 10th Fail
","60,000 ~60 Thou+ ",Self tdAuto Garage,Housewife,1
MAKWANA RAMESHBHAI SUNDARBHAI ,"
 56
        ","
BSP
 ","

Sundarbhai Bhagabhai
        ","


12th Pass
 12th Pass From MAI High School, Kathor In Year-1996
","12,72,262 ~12 Lacs+ ",Self tdFarming,"Housewife, Farming ",0
MAKWANA RANJITBHAI GIRDHARBHAI ,"
 43
        ","
Vyavastha Parivartan Party
 ","

Girdharlal Makwana
        ","


10th Pass
 10th Pass From Shri Parvatiben And Talakchand Virji Sheth Highschool
","31,00,000 ~31 Lacs+ ",Self tdFarming,Nil,0
MAKWANA RUTVIKBHAI LAVJIBHAI ,"
 47
        ","
INC
 ","

Lavjibhai Makwana
        ","


Graduate Professional
 Graduate-From Bhavnagar University, Year-1995 , BED From Gujrat Rajya,Pariksha Board-Year 1996
","1,31,77,302 ~1 Crore+ ",Self tdService Payment -1343080 (Yearly),Payment-587460 (Yearly),0
MAKWANA SAVITABEN SATISHKUMAR ,"
 38
        ","
BSP
 ","

Satishkumar Makwana
        ","


5th Pass
 5th Pass
","16,43,013 ~16 Lacs+ ",Self tdHousewife,Labor,0
